gs1_ai_number,gs1_ai_regex,gs1_ai_format,gs1_ai_format_terms,gs1_ai_format_length_varies,gs1_ai_format_length_total_with_ai_and_fnc1,gs1_ai_format_length_min,gs1_ai_format_length_max,gs1_ai_term1_format,gs1_ai_term1_length_fixed,gs1_ai_term2_format,gs1_ai_term2_datatype,gs1_ai_term2_length_fixed,gs1_ai_term2_length_variable,gs1_ai_term3_format,gs1_ai_term3_datatype,gs1_ai_term3_length_fixed,gs1_ai_term3_length_variable,gs1_ai_FNC1_required,gs1_ai_description,gs1_ai_name,gs1_ai_note,gs1_ai_url
3334,^3334(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Depth, thickness, height, or third dimension, metres","HEIGHT (m), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3334?lang=en
3335,^3335(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Depth, thickness, height, or third dimension, metres","HEIGHT (m), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3335?lang=en
3340,^3340(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres","AREA (m^2), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3340?lang=en
3341,^3341(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres","AREA (m^2), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3341?lang=en
3342,^3342(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres","AREA (m^2), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3342?lang=en
3343,^3343(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres","AREA (m^2), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3343?lang=en
3344,^3344(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres","AREA (m^2), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3344?lang=en
3345,^3345(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres","AREA (m^2), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3345?lang=en
3350,^3350(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, litres","VOLUME (l), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3350?lang=en
3351,^3351(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, litres","VOLUME (l), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3351?lang=en
3352,^3352(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, litres","VOLUME (l), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3352?lang=en
3353,^3353(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, litres","VOLUME (l), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3353?lang=en
3354,^3354(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, litres","VOLUME (l), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3354?lang=en
3355,^3355(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, litres","VOLUME (l), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3355?lang=en
3360,^3360(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic metres","VOLUME (m^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3360?lang=en
3361,^3361(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic metres","VOLUME (m^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3361?lang=en
3362,^3362(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic metres","VOLUME (m^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3362?lang=en
3363,^3363(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic metres","VOLUME (m^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3363?lang=en
3364,^3364(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic metres","VOLUME (m^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3364?lang=en
3365,^3365(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic metres","VOLUME (m^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3365?lang=en
3370,^3370(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,Kilograms per square metre,KG PER m^2,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3370?lang=en
3371,^3371(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,Kilograms per square metre,KG PER m^2,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3371?lang=en
3372,^3372(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,Kilograms per square metre,KG PER m^2,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3372?lang=en
3373,^3373(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,Kilograms per square metre,KG PER m^2,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3373?lang=en
3374,^3374(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,Kilograms per square metre,KG PER m^2,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3374?lang=en
3375,^3375(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,Kilograms per square metre,KG PER m^2,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3375?lang=en
3400,^3400(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic weight, pounds",GROSS WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3400?lang=en
3401,^3401(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic weight, pounds",GROSS WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3401?lang=en
3402,^3402(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic weight, pounds",GROSS WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3402?lang=en
3403,^3403(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic weight, pounds",GROSS WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3403?lang=en
3404,^3404(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic weight, pounds",GROSS WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3404?lang=en
3405,^3405(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic weight, pounds",GROSS WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3405?lang=en
3410,^3410(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches","LENGTH (in), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3410?lang=en
